ID,label,Comments
"1,212",1,sibonga kakhulu mholi wetfu nkulunkulu akubusise
"1,213",1,emanidla mholi wethu
"1,214",1,siyakutsandza mnguni
"1,215",1,siyakutsandza gawuzela inkosi yase zulwini isigcinele sisamile nawe kanjenananqoba simunye
"1,216",-1,nenkhosi yakhala ngalabantfu labafundzile ngendlela labacabanga ngayio
"1,217",1,nkulnkulu akubusise ngekuphila
"1,218",1,cina ndoda kuzolunga
"1,219",-1,njengeliswati nanokushoko akusiko nakanikulwa kwenu siyekeleni neknhululeko yenu
"1,220",-1,maswati nanaka magawugawu nitofa nilidze emaniga alomfowethuphumehlatsini ubuye la
"1,221",-1,kute umutfu la kadze sakubona kutsi kute umuntfu lakulomfundisiuyabona emaniga unawo gawuzela kokhe bekakhona
"1,222",1,kuphila lokudze mholi
"1,223",1,intsandvo yajesu christu kuphela mayienteke eveni lakangwane umhlaba wajehova nekugcwala kwawo kuyeta kusa kangwawane
"1,224",0,ungabanaki lalabacedza kubhala ungaphatamiseka mnguni sekuseduze lasiya khona
"1,225",1,kunjalo mhlonishwa gawzela
"1,226",-1,lodlobhekile ubona kudlobheka kwalomunye
"1,227",-1,aninanhloniphomxmi sidvomu sibona lesinye
"1,228",-1,nifuna kunikwa lelive nitholidlabatisa ngoba nalokhulumako nayie ughubela kusakhe mhlakushintjwa emndla nai nitotentela kuhlupheka konkhe loku
"1,229",0,ngabe indvodzana yemuntfu iyakutfola kusekhona yini kukholwa yemfundisi awu
"1,230",-1,ngulokutfuka lokungeke kukubeke ndzawo nababe wakho ungamtfuka
"1,231",-1,hlonipha phela babe usidomu hhayi
"1,232",-1,yi ngumgodzi longagcwali saze sakubona nkosiyami sisive
"1,233",1,ngiyabonga mduduzi yima bhuti ecinisweni ngiyati letincelebane setikubukile waze wakhuluma licinikanjenana eveni lakitsi utsatfwa njengelivukelambukanjenana lamakhehla asebentisa ligama lembube kwenta tintfo tabo sekufike sikhatsi lapho insha kufanele isukume ingesatjiswa
"1,234",-1,likanjenanatja kumele life nebalo vele sisi cece hhayi letiga leticedza litsemba
"1,235",0,iyakunyisa lenyanga
"1,236",1,shaya cece
"1,237",-1,emaswati akangakhetsi kusenamswati ngoba akusebenti akusiti muntfu
"1,238",-1,cala ngasikhanyikanjenana nasicalo nibone kutsi mswati utotiva njani ngoba sewulimate labaningi
"1,239",0,lipane likanjenanandzele mbamba
"1,240",0,wayicala cece wathi uzoyimela nato kuwe ngumlilo bigi nuzi uzungawothi
"1,241",-1,kanjenanayesaba
"1,242",0,fahlata letintfo leti sisi
"1,243",0,impi ungayijaki sisi iyabulala sisakutsandza tsine njengliswati lakitsi kanjenana ke sisi uyiganile inyanga ori bcozi itsi yona ukudla kwayio
"1,244",-1,sisi cece tsine sifuna kwati kutsi inyanga uyiganile yini noma cha uyinikile yini likhekhe lakho noma cha akanjenanawume ngekudubula sifuna licinikanjenana itsi inyanga inetitfombe takho telikhekhe
"1,245",-1,ubalekelani pho
"1,246",-1,shaya cece bayanya laba boswayini
"1,247",1,hahahahahahaha
"1,248",1,ningibulala kanjenanankhe sikhatsi kondla gogo hhayi lafela
"1,249",-1,vimba gogo usumbizelani manije slwane
"1,250",0,gogo awmekancane uslwane usadlala uzodlisa licembu
"1,251",-1,slwane uyalidlisa licembu
"1,252",0,gogo ukhahlela umoya lapha ngaphandle
"1,253",1,yati ngivele ngihleke nje ngaletembatfo ukhuluma nje sengi phasi ngeluhleko
"1,254",-1,gogo emanitonto ebholeni pho
"1,255",0,ngabe baktfolaphi
"1,256",0,yeahi gogo sengibone kahle nanuwunakuthula nje uyikhahlela ngisho angaphandle impela itsi iyophela lebhola abe adzinwe afile nanu lo gogo webantfukona masekafuna kukora enethini
"1,257",1,ngabe upheka nini gogo wa smolisi ngoba ubhizi mani ngiyati batukulu bayiokhala batigicite angashona ngafa luhleko
"1,258",0,uyayiva indzaba
"1,259",1,niyathandwa njalo emnambithi
"1,260",1,smolisi nagogo nengetulu ngiyasitsandza lesitfombe
"1,261",1,uyayishaya smolisi lana
"1,262",1,mayie uyangichaza gogo uyayi indzaba
"1,263",1,haha bo gogo
"1,264",1,awsuka mani gogo
"1,265",0,uzamile bongiswa
"1,266",1,bathathe gogo
"1,267",-1,gogo akathuli bo
"1,268",0,nkosiyami nehlulwa ngu gogo nje
"1,269",1,niyangenzela mani
"1,270",1,watibamba gogo ngiyasitsandza lesileyi lesi kuhle nanu
"1,271",1,gogo uyayiva indzabayiebo gogo
"1,272",1,ngiyatitsandzela lakuwe gogo ngihamba nawe uyangbusisa nanu kikikiekie
"1,273",1,nkosyami uyayivindzabaewu kodwva smolisi na gogo nihlale ningijabulisa
"1,274",0,gogo nebakitsi
"1,275",1,niyishhayile bafana namagogo nayie akatibeki phasi
"1,276",1,wadlala gogo ka hai ngifile nanu
"1,277",1,wadla gogo ka simolisi anisho namsaphi gedlembane bafowethu
"1,278",0,nkosi yami niyayiva indzaba
"1,279",1,shikisha gogo
"1,280",1,bathathe magogo nibanhle nigezile batukulu bagogo
"1,281",1,shaya gogo
"1,282",1,nkosiyami yayiva indaba dlala magogo
"1,283",-1,ngfisa kubona mkhulu nganasalukati sakhe
"1,284",1,ngyanitsanda bafethu ngisuka ekzni eninzimu
"1,285",0,hhayi gogo maniuyayivindzaba
"1,286",1,gogo yebonine ngyakthanda uyeva
"1,287",0,ahhi yebhuti
"1,288",0,gogo uyativa tindzaba
"1,289",1,ha gogo uyabashaya
"1,290",0,uyayivindzaba
"1,291",1,ave nginthanda uyazi nginithanda nyani nyani
"1,292",0,yayiva indzaba
"1,293",1,hahaha ubulala emaphela gogo
"1,294",0,yayivindzaba
"1,295",0,yo gogo bakithi
"1,296",1,hhayi guyzi nayienta intfo yenu kepha gogo ungetulu
"1,297",0,yesilwane ngifuna letembatfo mtukuluyeva kambe
"1,298",-1,hawwu magogo udansa kanjena
"1,299",1,gogo gogo ngathi usugidela maskandi manije uyayishaya gogo ababoni yini abo simolizi kuthi ugogo sekakhulile bangathi ushaya inyoka ningadlali ngesalukazi sami siyanitsandza chubekani nemsebenti lomuhle
"1,300",1,gogo washa babonise
"1,301",0,yehhenini bakithi gogo nakajayiva bekukubi kepha kuhle nakunebafana
"1,302",1,lizinga lesitfombe syabonga gogosmolisi naslwane
"1,303",1,nkhosi yami uyayivindzaba ayi gogo uyangchaza yeyi
"1,304",0,hhayi mani gogo
"1,305",-1,silwane
"1,306",0,angabe asaphakelwa magangane
"1,307",-1,slwane yaganga
"1,308",1,silwane uwestibhili buti nikhona ynanngome cha luhleko
"1,309",0,ima khona la
"1,310",0,kwaze kwamangalisa kuslane
"1,311",0,simele dakazi
"1,312",0,cha gogo uyawatsandza emaphoyisa emanigo
"1,313",0,vala ibhodwe lagogo uyaganga slwane
"1,314",1,gwa
"1,315",0,ebe uke wahlafuna besebamphutfuma ngengcwembe
"1,316",0,silwane sewugangelani
"1,317",0,aliyi emlonyeni liyaphi kani ngobe nase bhodweni aliyi
"1,318",1,cha niyacabanga bafethu kuyahlekisa
"1,319",0,wabantjwa mphungane
"1,320",-1,webelani slwane
"1,321",0,nelitwane
"1,322",0,uyatomula slwane
"1,323",0,slwane
"1,324",0,shotsi angihlafune ke ngoba vele sengboshiweyabo slwane uyedzelela
"1,325",0,washa slwane noko kwenyula utokuma kuze kuyovalwa nelicatsa
"1,326",0,manie slwane uyahlupha yati gogo mubophise loyo
"1,327",1,slwane sewungaze ukhalele loko ya niyangihlekisa nobabili angisakhoni ukulala ngingakanilaleli qhubekani
"1,328",0,mayiengagubha yena athole ebangeni lesitsatfu
"1,329",0,sekuncono nembala
"1,330",0,sekuncono vele gogo
"1,331",0,mtjele gogo
"1,332",0,kani nawe usebangeni lesitsatfu
"1,333",-1,uyaphapha gogo
"1,334",0,mtjele gogo
"1,335",-1,silwane bakitsi akanyuse izwi bandla
"1,336",-1,uyaphapha gogo
"1,337",0,beka slebhe slwane uhlukane nekugubha
"1,338",1,nebakitsi ngiyatifela ngani nani
"1,339",1,yazi bafwethu ugogo noslwane uhleka udu
"1,340",0,kushubile gogo
"1,341",1,yabo nine nibulalisana ngesisuslwane vimba letiphahla
"1,342",0,silwane vimba letimphahla
"1,343",1,ningicedze nasenibanga kubamba lelikhuba
"1,344",0,nikhona shaya gogo luwiza
"1,345",0,awi ngoluwiza
"1,346",0,eyi silwane kafuni luwiza
"1,347",1,yabona nine
"1,348",0,lokutfuka kwslwane lesikhatsi eva kutsi gragrava yakhe icitsiwe
"1,349",1,ngafa luhlekoakakwati nekukubita nani
"1,350",0,bacitseka butukulu
"1,351",0,chitha gogo
"1,352",0,bucitseke
"1,353",0,bantfu bami konja gogo uyaphocana nanu ibutse
"1,354",0,bucitseka impela buhlobo etjwaleni
"1,355",0,uyabona wakubona lokukhuli yejelemiya nganangu silwane
"1,356",0,umbona nasemtimbeni gogo
"1,357",0,utokhawula nawe mkhulu kuhamba ungena kulelinye imiti yemadvodza
"1,358",-1,kutakushela yeslwane sekuya ngakhona
"1,359",0,hhayi mani slwane
"1,360",0,silwane
"1,361",0,hhayi bo silwane landza lomtukulu
"1,362",1,niyasihlekisa busuku nemini siyamutsandza umsebenti wenu
"1,363",-1,kantsi silwane ute yini timphahla letinye ncono gogo uyashintja ema shirti
"1,364",0,hhayi mani gogo
"1,365",-1,lesitfome sikahle kepha lomsebenti wekuhlekisa akasuye kudzinga umsebenti lomunengi noko nayie angatsembisi
"1,366",1,sputshuputshu sami
"1,367",0,mamakhe babekhe
"1,368",0,buyisa khe ekhaya slwane uyekele kubhiyoza
"1,369",0,mahananandza silwane
"1,370",0,logogo
"1,371",0,slwane lethela ugogo ummntfwana nkosiyami
"1,372",0,bisa khe silwane
"1,373",1,silavithi hani swithathi mahananandza
"1,374",0,akubuye khe nkhosyami
"1,375",0,khe usengekho
"1,376",0,mamakhe nguncane wami phetsile dlamini
"1,377",1,eyi nine ngiyabonga ngani
"1,378",0,sengkanjenanalelwa lite
"1,379",0,phusha gogo
"1,380",0,hhayi gogo phusha
"1,381",-1,gogo uyakulaya slwane angitsi uyamtototisa
"1,382",0,dzilika silwane sagogo nebakitsi
"1,383",0,uyabo sengifisa kubona batali bakho silwane
"1,384",0,dzilika slwane
"1,385",0,gogo vele ufuna kutibulalisa ngebpi letsandvokati yakho ayikoni ngisho kuzibha libhuluko uvele afake intsambo kuphele lapho
"1,386",0,mine ngingakucelela lapha kotishela bakubambe ngenduku
"1,387",0,gogo nkosiyami slwane sewutsatsa konke lama jusi onkhe
"1,388",0,sdonono
"1,389",0,ngisho ema gamizini mine
"1,390",0,slwane sikhona sidonono
"1,391",1,gogo wami gogo wami wakhiya tivalo
"1,392",-1,slwane uyatototiswa
"1,393",0,slwane awutfumeki awukhoni kuginjimi ukhonani vele kepha emabhiya uwubutwa
"1,394",0,slwane gogo wakubona uphetfwe sisu bongagijimi bowuvutsa
"1,395",0,myeke gogo unenkani slwane
"1,396",-1,kahle bo gogo nika loslwane letibiboco atekwati kubongelela
"1,397",0,mcelele gogo
"1,398",0,sidonono slwane
"1,399",1,litubane lebuncane libhizi ngani ngiyanibonga mine
"1,400",0,gogo ngonile ngiyavuma ngicela kucalela phansi ngiyogena egedeni nami angati ngigenwe yini
"1,401",0,gogo akasakutsandzi kukhuluma
"1,402",0,zakhala silwane
"1,403",-1,kepha ningenti luhlelo nlifake kumabonakudze
"1,404",0,slwane waze wafa ngu gogo
"1,405",0,gogo ngonile ngyavuma
"1,406",0,wabanjwa slwane
"1,407",-1,kanjenanangaze ubophise umtukulu wakho gogo
"1,408",0,awu gogo bakithi khona lokhu nje sijezikanjenana
"1,409",0,welusiwe slwane
"1,410",0,uyabo kuyahlupha kugega silwane
"1,411",-1,gogo ungaze ubite emaphoyisa embango
"1,412",0,gogo ngonile ngyavuma ngcela kulungisa emaphutha ami bamba gogo
"1,413",0,umkhubuta kutsi akabeke lnyawo lakhe phasi
"1,414",1,gwa ngitsandza kutsi slwane uhlonipha gogo
"1,415",1,sima ngabhozo phansi
"1,416",0,gogo mavimbela utobopha odle umshebo wakhe
"1,417",0,kanjenanalo kwatsi nhlo
"1,418",0,kazi yaphelelaphi indaba yemoto ynani ncesi slwane
"1,419",0,ungibambile ungakangbambi betodla phasi ngelijubane
"1,420",0,ayicubeke layigcine khona
"1,421",-1,nazi nabuya kunini sinilindzile gogo naslwane
"1,422",0,slwane ubungamboni ugogo
"1,423",0,ngeke angivuma kuhlulwa ngu gogo wa smolisi
"1,424",0,ugogossgebengu
"1,425",1,mine ngitibonela lelinye li thalente nje kini nobabili
"1,426",0,gogo ngatsi uneminyaka lemincane
"1,427",1,gogo mani uyayibetha ijikamajika
"1,428",1,dlala gogo
"1,429",1,umkabillyi gatesi kani ujayiva kanjena
"1,430",-1,niyasdoja kufisha kakhulu loku kani tiyabuya
"1,431",1,lukhalo lwagogo nanu
"1,432",1,gogo mayie uyalulahla lunyawo
"1,433",1,hola gogo ujayiva nanu
"1,434",1,niyayienta yenu bandla umona phansi
"1,435",1,uyangichaza gogo
"1,436",0,kufika kwa billi gatesi nje gogo uyakwati ku zuba
"1,437",0,gogo
"1,438",1,ya ne yabona kube niyazi angikaze ngathanda abantu njenga gogo naslwane
"1,439",0,uyamati whewi usenkingeni yeslwane gogo ngeke asakunika ticatfulo takho
"1,440",0,silwane akeva mani utsi gogo akamufuni loshobe vumbu futsi ayihambi kanjalo uma icashiwi
"1,441",0,kanjenanalibala kungcova wani
"1,442",0,hhayi maja nikhona ticaftulo gogo tiyashisa kufuneka imoto
"1,443",-1,timisele silwane unganyatheli sicathulo sagogo
"1,444",1,siyabongagogo
"1,445",1,hhayi niyshhayile letfo
"1,446",0,nikhona nani
"1,447",1,washa gogo jikeleta mnai
"1,448",1,ngingaba kashane ngiyatichenya ngawe smolisi ngiyakutsandza ungenta ngikhumbule eswatini
"1,449",-1,wentani smolisi
"1,450",-1,ngatsi ubondza liphalishi naka jaiva
"1,451",1,wadla gogo
"1,452",1,ngafa luhleko ivosho gogoamalanga sehambile
"1,453",1,ngiyitsandza mbamba lengoma
"1,454",1,gogo uyakwati kujayiva jika mani jika jika
"1,455",0,gogo uyakwati kujayiva kantsi hai gogo
"1,456",1,sho bafethu izinja zaseswatini ngiyanivusela ngisecolomba
"1,457",0,haba nogogo ujani
"1,458",1,yegogo ungenzani
"1,459",1,ave ngikutsandza gogo nanu
"1,460",1,ayi gogo ngyakvuma uyajika
"1,461",1,awu bafana bami nkosiyami ngiyanitsandza mani
"1,462",1,mine ngiyati langinibona khona inhlitiyo yami iyatfokotangivele ngitsakase
"1,463",-1,kudlaliwe ngatsi la akusiye gogo lo indoda bayithwalise iduku bayifaka iphinifa
"1,464",1,kuhle kuyababe niyayishaya bomnaketfu
"1,465",0,yehhenini lamahliphasi agogo nkosiyami
"1,466",1,nani nkosyami ngamtsandza lomuntfu webantu
"1,467",1,chubekani bafana nesebenti lomuhle hehehe
"1,468",0,pitikoti yi donano kwwa wu wi
"1,469",1,nine nanu nenta intfo yenteke
"1,470",1,gogo waze wangibusisa kikkkki
"1,471",1,uyayi nyova ugogo walala wasala
"1,472",-1,ayibo akekho ugogo udansa kanjena musani ukudlala ngathi
"1,473",1,gogo sthandwasami ngafa lihleko masuphakamisa umlenze kangaka
"1,474",1,niyi shhayile bo
"1,475",-1,smolisi uyamhlupha gogo
"1,476",0,ngatsi ngi mkhaba
"1,477",0,batate magogo
"1,478",0,yayiva indzaba
"1,479",1,ngemaswati kwangephela lawa
"1,480",1,ngaze ngafa
"1,481",0,wola lapho gogo
"1,482",1,shikisha magogo mshayie
"1,483",0,nine nani manije lelibhuluko lakho smolisi ngatsi walijuba ngelisaha
"1,484",0,uyabona lo labhabha lo namanije angazi aliwi ngani le kepisi
"1,485",0,nakimi kusengakhanya
"1,486",1,mayiebo kwaze kwakuhle kunibonanihlabela kamnandzi
"1,487",1,yenabakitsi niphiwe ngeluphimbo
"1,488",1,kusengakhanya
"1,489",0,sanibona ngimi ziphi nkambule
"1,490",1,awu nkosi makukhanye
"1,491",0,uganga kakhulu slwane
"1,492",0,mani ngtokutfukulula
"1,493",0,tsatsa libhizinisi zlwane ungaloku ubuta
"1,494",0,uvangani kutsi akaphephi slwane
"1,495",0,lani lelibhizinisi yegogo
"1,496",1,gogo ngiyagula nani ungibulalelani
"1,497",1,liyangi bhadlabula lelanga hahaha
"1,498",0,wentiwani lomntfu lomndzala
"1,499",0,khumula nale tinwele temlungu takho gogo
"1,500",0,bayakulaya salukati ndzini
"1,501",0,awu gogo ncesi
"1,502",0,ayivuleki yini ngekhatsi
"1,503",0,abasasitani gogo
"1,504",0,jekanjenana
"1,505",1,ngikukhumbulile gogo
"1,506",0,ukhiyelwe nguslwane wahamba waya etjwaleni
"1,507",-1,liduku phansi uphi slwane
"1,508",0,bakwentani gogo
"1,509",0,waphafa gogo
"1,510",0,utawufa gogo
"1,511",0,akasitwe lomutfu lomdzala
"1,512",0,uyafa bo lo gogo slwane msite
"1,513",1,anijabhisani
"1,514",1,ngifuna gogo lonje
"1,515",1,ngyaniva bafana
"1,516",0,gogo nesidziya sakhe
"1,517",0,awu smomomomo
"1,518",0,gogo nelbhodo emuva
"1,519",1,dlala gogo phansi ibhodwe
"1,520",0,ugogo nayie akazibeki phansi nebhodwe esandleni
"1,521",0,kuguga othandayio gogwa smolisi nelibhoko lwakhe
"1,522",-1,hhayi lusekwane akakhoni mbamba kwenta lentfo womile
"1,523",0,nagogo wakhona alufakwa ngemdankanjenana
"1,524",0,uyazsma gogo ekhoneni
"1,525",0,jukujuku bacitseka buganu
"1,526",1,yabona slwane uvele ushayie umsenzi uhlale phansi kuhlwi
"1,527",1,slwane semanidla safela emanidlenisiyababuka nje bafana bobongiswa bavula inkhundangibone sgcoko sasmallz nje sishobela sivumbukantombazane nelibhodo lalo madoda ayinitjikiti nelukhalo layio ngatsi ibona mkhulu nemali yelottoinhlonipho nje kuphela nebakitsi
"1,528",1,upakile smolisi
"1,529",0,gogo ukuthanda izinto usuyeka ukupheka usuyodansa nebhodwe
"1,530",1,smallz uyayisitila bhuti nine anijabhisani
"1,531",1,wayishaya gogo
"1,532",0,ha gogo awufuni kusala kiekie kwa abakyekele
"1,533",1,gogo mani ngiyanitsandza
"1,534",1,niyayienza intoyenu umona phasi
"1,535",0,hhayi kona niyathena wenaslwane ngatsi baku plagile ubuyaphi
"1,536",0,awu gogo lakhe
"1,537",1,hhayi cha yi nikhona yesmolisi nebatukulu bagogo nesdzandzane sami gogo
"1,538",0,magriza
"1,539",1,ynani bongiswa yinija yemdlalo nginitfulela sigconoa
"1,540",1,gogo uyayienza lento
"1,541",1,lesikhindi sa smolizi hahahahi
"1,542",0,shisa ntombendala
"1,543",0,gogo nelibhodo
"1,544",0,ugogo ukuthanda izinto
"1,545",0,gogo khepha usentani
"1,546",0,gogo kuzosha amabhodwe
"1,547",1,yabona nine yanitsandza niyeva gogo ushaya umsebenzi wethu
"1,548",0,yebonine
"1,549",0,ayi lesti myi kheysi
"1,550",0,yati ngitomtjela nebuchadnezzari ngalo danyela wakhe lekagidziswa ajayive lilanga lishisa kanjena mahhala angawini lutfo nafa mambhubezi gogo nemtukulu wakho
"1,551",-1,bengigadze nibe ngulabazotsile
"1,552",1,awi mine ngiyanitsandza ulale kahle smolisi
"1,553",1,hhayi gogo mani suka
"1,554",1,siyabonga
"1,555",0,anikwati kujayiva
"1,556",1,hhayi niyshhayile letfo nanu
"1,557",0,nikhona nani
"1,558",1,ngafa luhleko ivosho gogoamalanga sehambile
"1,559",1,ngiyayitsandza lengoma
"1,560",1,ngiyatichenya ngawe sitobonana futsi
"1,561",1,gogo ujayiva kahle jika mani
"1,562",0,gogo uyakwati kujayiva
"1,563",1,wawu wawu wawu
"1,564",-1,ngikhumbule gedlembane loyo uhlekisa kakhulu
"1,565",1,ave ngikutsandza gogo nanu
"1,566",1,ayi gogo ngyakvuma uyajika
"1,567",1,awu bafana bami ngiyanitsandza mani
"1,568",1,mine ngiyati langinibona khona inhlitiyo yami iyatfokotangivele ngitsakase
"1,569",-1,kudlaliwe ngathi la akuyena ugogo lo indoda bayithwalise iduku bayifaka iphinifa
"1,570",1,kuhle kuhle kuhle niyayishaya bomnaketfu
"1,571",0,gogo wenta kakhulu nawe
"1,572",1,ngiyanitsandza gogi nasmolisi
"1,573",0,yehhenini lamahliphasi agogo nkosiyami
"1,574",1,wawu ngiyanitsandza
"1,575",0,labanye bantfu bayajubabula langaphandle
"1,576",0,logogi akasiye indvodza lo
"1,577",1,nani nkosyami ngamthanda ugogo yebantu
"1,578",1,ngafa luhlekokuhle bafafa bemlungu gognanehehe
"1,579",0,gogo
"1,580",-1,buti gogo aphi lamasha uyati benita kamnandzi mani
"1,581",1,ngikuvakahle magogo
"1,582",1,hahahaha shaya gogo
"1,583",0,mntfwana umbukani logogo
"1,584",-1,hhayi uyishhayile gogo manie yimfisha kakhulu ngabe utse kuyelula kancane waphose wangibulala ngeluhleko
"1,585",0,awu magriza wami awusabukwa
"1,586",0,hhayicha logogo loyemntfwana ungbukani boutolibala kunghlahlele emehlo la
"1,587",0,gogo
"1,588",-1,gogo usidojile kulena yimfisha kakhulu kani imnandzi leyekubhadala ngembila
"1,589",0,namuthathaphi nkosi yami logogo
"1,590",0,gogo nebhasi kwente njani ishonephi yami yisha imoto noma iphumulile
"1,591",0,awu gogo bakithi kanti awubukwa yini
"1,592",1,laba lababili banganibulala ngelihleko manie silwane udlalile nga gogo mbamba etulu endlini lewako
"1,593",0,ayi silwane
"1,594",-1,ngafa sisu
"1,595",0,cha sinayie nani gogo
"1,596",-1,slwane akaboshwe
"1,597",0,bakitsi
"1,598",1,nicishe nangbulala nine
"1,599",-1,slwane wentanjena
"1,600",1,niketani gogo imedali
"1,601",0,uyabona silwane uyaganga ngagogo
"1,602",0,yabona slwane tombulala gogo naswabuyelani le ukreni
"1,603",0,uyavevetela nkosyami slwane umentani umuntfu lomdzala
"1,604",0,ucine kakhulu gogo
"1,605",1,slwane ukhnanlakele
"1,606",0,yabona silwane uzombulala ugogo ngelinye ilanga
"1,607",-1,hhayi mani slwane
"1,608",0,mayie babo
"1,609",0,hhayi konje gogobentani ye gogo
"1,610",1,ngafa luhleko manie uyabona gogo
"1,611",0,slwane umenzani ugogo
"1,612",0,cha nikhonayie slwane kani nenta ini la
"1,613",0,kuntintiyela gogo
"1,614",0,kutowphikwa tisu njani manije gogo yini kutitiyalela
"1,615",0,ugcine faca
"1,616",0,kutobikwa tisu kunali khaya
"1,617",0,yethixo
"1,618",1,mtukulu wagogo ngicela nilandzele luhlelo lwabo
"1,619",0,uyayiva indzaba
"1,620",0,uyanjikita slwane yegogo
"1,621",0,basuke siswati kuntintiyelayini kuntintiyela
"1,622",0,uyantintiyela gogo
"1,623",1,mine ngihamba na gogo
"1,624",1,syabonga bafana balomudze kubuya ngala slwane mbakanjenanabhe gogo tisu kunalilikhaya
"1,625",1,dlala magogo
"1,626",0,uyayivi ndzaba
"1,627",1,niyi shhayile bo
"1,628",-1,smolisi uyamhlupha gogo
"1,629",0,ngatsi ngi mkhaba
"1,630",1,batsatse magogo wesileyi
"1,631",1,nithanda engagcini
"1,632",1,nkulunkullu wami ngiyayitsandza le kakhulu
"1,633",1,nibenkucala kuhle
"1,634",0,yayiva indzaba
"1,635",1,haha
"1,636",1,yihle kele iyachazana
"1,637",1,tsatsa khosikati
"1,638",0,nilitfole njani licingo eafrica
"1,639",1,kuyatsandzeka magogo
"1,640",1,ngemaswati kwangephela lawa
"1,641",1,ngahleka ngaze ngafa
"1,642",0,nisivakashele phela
"1,643",0,wola lapho gogo
"1,644",1,kuvakala kumnadzi
"1,645",1,ninhenhla kubo bonkhe imnandzi shengatsi ungayidlala lilanga lonkhe
"1,646",1,shikisha magogo mshayie
"1,647",1,shikisha magogo
"1,648",0,nine nani manije lelibhuluko lakho smallz ngatsi walijuba ngelisaha
"1,649",0,uyabona lo labhabha lo namanije angazi aliwi ngani le kepisi
"1,650",1,ai suka mani uyayishaya gogo
"1,651",1,nishaya yona mbamba gogo nasmolisi
"1,652",1,ngiyanitsandza kakhulu gogo nemtukulu
"1,653",1,yahi ngayivuma
"1,654",1,oki niyagwaba smolisi na gogo wakho
"1,655",1,washa
"1,656",0,ngilondze uhambe nami gogo
"1,657",1,washa yabona maswbeyshhayi iscawe
"1,658",1,hamba sendi mani
"1,659",1,jeruzalema isihlanginisile yaletsa nenjabulo mhlaba wonkhe
"1,660",0,gogo mani brsmallz nelibhuluko lakhe
"1,661",1,bayangentela laba
"1,662",1,gogo madoda uyagiya
"1,663",1,gwa yabona gogo uyayienta lentfo
"1,664",0,yehhenininkosiyami
"1,665",1,hhayi cha niyabusisana
"1,666",1,dlala magogo
"1,667",1,yishayie gogo
"1,668",1,hehehehekwakuhle imphela
"1,669",1,asibonge
"1,670",1,suka madoda iyahamba lento
"1,671",0,hawi mine ngagogo
"1,672",1,niyishhayile bolova
"1,673",0,smolisi ngithe letha lemilente yakho ngikunike ami
"1,674",1,yabona nine niyangigulela nani
"1,675",1,wenta kona gogo
"1,676",1,awu nkosiyami bo smolisi na gogo bayagwaba lwaze laba luhle lusuku lwami
"1,677",1,gogo nosmolisi niyangiqeda mina
"1,678",1,ngyakuvuma gogo
"1,679",1,awu cha niyangichaza bafana bami
"1,680",1,gogo mani suka madoda uyayienta lentfo
"1,681",-1,kusase ngugogo yini
"1,682",1,gogo ungetulu
"1,683",0,utawuphela gogo nani
"1,684",1,gogo usembili nanu
"1,685",0,imali ye litafula labokanjenanasayiensi pho
"1,686",1,hahahahi tsatsa gogo
"1,687",-1,unelilaka lo gogo yo
"1,688",1,gogo nghleka ngingakayivuli idividi yakho
"1,689",0,yehhenini nakya laphaya
"1,690",0,ifake lemali kuyavalwa zosala lomntana
"1,691",0,gugudzumholo ufunimali
"1,692",0,awu gogi
"1,693",0,kusasa kuzoba nalenye
"1,694",1,wawu mayie uyahlekisa gogo ngitsandza ngalendlela usikhuluma ngakhona siswati ungenta ngitigcabhe nami
"1,695",1,ngaze ngahleka kanjenanasayiensi
"1,696",1,ayi bafowethu benicashephi kuze sihleke
"1,697",1,gogo ngisemtsndweni nawe
"1,698",-1,gogo
"1,699",0,nkulunkulu wami kuyolandzelani ke nyalo gogo nyanusi usenkingeni
"1,700",-1,cela kanjenanasigcokele kahle gogo libhuluko nje sesikubone kutsi unjani ebhulukweni
"1,701",-1,ngajabha ngalobuta imibuto akawati umsebenti wakhe
"1,702",1,unelithalente gogo lelihle kabi wenza sihleke kubemnandzi ukhnanlwe netinkinga lesinato
"1,703",1,siyalutsandza gogo konkhe lokuhle kuyakuladzela
"1,704",1,awu gogo ngaze ngajabula kuva livi lakho matfupha ukhuluma singisi
"1,705",1,umona phansi umsebenzi wakho uyazenzela mfetu
"1,706",1,ngiyakuthanda nanu gogo ngihleka ngakasho lutho
"1,707",0,yehheni gogo mdu
"1,708",1,uyati gogo uyangcabulauphume liwonkhe kulomsebentiuphetse ligolide hhayi lisiliva viva
"1,709",1,nkulunkulu akuphamise gogi umsebenti muhle sitsandza nesitayiela senu
"1,710",1,uyashaya gogo
"1,711",1,chubekani nemsebenti lomuhle siyawutzandza
"1,712",1,chubeka uchakaze gogosiyakutsandza nkulunkulu akubusise
"1,713",1,kwakuhle maswati akitsi phambili ngebuhle betfu beketela kutolunga kusasa
"1,714",0,litsini ligama lengoma
"1,715",1,kuhle kwetfu
"1,716",1,muhle kakhulu bhhayiskobhu walitsi
"1,717",0,kudla kwakho kuphelile mnaketfu
"1,718",1,isifundo esihle pho udayise ngomzimba wakho ngenxa yemali muhle umsebenzi wenu
"1,719",0,lommntfwana
"1,720",1,mmmmi inobuhlungu lebhhayiskobhu yati iyangikhalisa
