label,Comments
1,Kwaze kwagcwala bo Bantu base Swatini bayayithanda nenkosi yabo
1,"Kwaze kwaba kuhle ka Ngwane Eswatini. Mona phansi nine bekhunene. Uva kuhlambuluka umtimba., tibhusiso temvula  Ngwenyama live lakho uli bhusa ngekhuthula. Hallelujah "
1,ESWATINI live lami  
1,BAYETHE WENA WAPHAKATHI SILO SEMASWATI BAYETHE
0,Yiiiii uyabona bacinisile nabatsi kuhlekwa noma kufiwe 
0,kumnandzi le esibayeni
0,ningizimi africa sidzinga kusekela emaswati njengoba bafundza kitsi 
0,iSADC seyifeyilile yancoma Mswati 
-1,mswati akasuswe ebukhosini nyalo 
-1,"kuphtfwa ngumongameli kuligibe , khetsani lenye inkhosi ,angeke nikutfole kuthula "
1,Uyabona Iowacala lokugula singambonga ngani ngobe emehlo Emaswati avulekile sesiyibona kutsi lomgcilati akanadzaba nesive
1,nginitsandza nokhe 
-1,"loyo lenimubuta imibuto ute lenye indlela ngaphandle kwekuphendvula , ugubhela kwetakhe "
-1,"manini kutsi emaswati afuna lushintjo , tsanini labanye babo nalabanye balamanye emave"
-1,the UN and AU batsi bagadze simo sibe sifa 
-1,Mswati vele awukhoni kucabanga uyinja unomona 
0,Awcabangi ufuna kugubheka kwesakho nawe
-1,Nguwe longacabangi ngelokuphele.
1,Yah usho mbamba mnguni
1,Amen bhuti
1,akawe Nebkhedinazer
1,Mengameli
1,"nceku yenkhosi, ngikutfulela sigcoko"
1,Mholi wami
0,"Ngabotsi siyayitsandza lobuholi , asibutsandzi, tsine labanye sisakhula sitocitsa lobuholi"
0,Uhlala uku yesimelane impaka nespoko kute liswati lelatiko kutsi impaka nespoko kuhlala phi.
1,"akasuye umholi , sehluleki. Siyabonga Babe Simelane. Cina ecinisweni"
1,"Ngiyasitsandza isintu futsi ngiyiso. Yonke into elusiko, inhloso yakho ukuphilisa. Qhubekani nilwe ngingulomunye lonisekelayo. Ngicela ningakuqedi okuyisintu uma kwenzeka niphumelela, AMANDLA!!!"
1,"konkhe lokukhulumako Mhlonishwa kungiko, Nkulunkulu akabusise"
0,umholi lomuhle ngulolalela bantfu labaholako
-1,"ungumuntfu lolimele nelive lonkhe, batsatsa umntfwana lona18, bamnika live, liphutsa lelikhulu"
1,nigkutfulela sigcoko mfe2 lo ngeke akutsandze ungehla kwakhe kahle kahle ungumholi
1,ngiyakuhlonipha bhuti
-1,"angasho yini kutsi lelive ngelakhe ,liphi lemaswati , akacolise  akusiko kukhuluma loku"
1,ngiyakuhlonipha  Gawuzela nhuti wami
1,"Phakama mkhono kaJehova , asiphelelwa mandla silive "
1,Sibhuke Mholi. Singebakho.Smakadze wetsembekile. Siyadzinga kunyakatisa umhlaba we ndzawo yaSmakadze lesuka Eswatini nasendzaweni  yase Skwahlande.Kunemfihlo yakaMoya yalomhlangano lona.<Nakukuhle ngatsi kungaba na Keke Phofoolo atovula ngale ngoma ye encounter lakayitfola between lama border sitovusa imvuselelo yaSmakadze eveni letfu 
1,Siyabonga Msutfu nawe Mnguni ngekuba nenhlitiyo yebantfu 
-1,lesitfombe asisiko sona mbamba 
1,Syabonga mholi wetfu
1,Cina Nkokheli sinawe nceku
-1,Kepha ubhadala ngani sikolwa  mawuhola imali lencane 
-1,Awu kodwa Jesu!
1,siyabonga Mnguni
0,"asikhutsateni bantfu kutsi batale ngoba lutfu laseswatini seluyaphela, sababaningi sitamehlula"
-1,"asibambisane nebantfu base Mpumalanga and Pongola, Jonini bese siyabona ukuthi uzochubeka yini asichaphate. Ngeke siphile sodvwa  "
1,Nkulunkulu akubusise akuphe inhlakanipho mholi wetfu 
1,Amandlaaa mholi
-1, nkosiyami saze Sasha eswatini
1,Amandla mholi wami
1,"sibonga kakhulu mholi wetfu , Nkulunkulu akubusise "
1,Emandla mholi wethu
1,Siyakutsandza mnguni
1,Siyakutsandza Gawuzela inkosi yase zulwini isigcinele wena sisamile nawe sonqoba simunye
-1,NeNkhosi yakhala ngalabantfu labafundzile ngendlela labacabanga ngayo.
1,Nkulnkulu akubusise ngekuphila 
1,Cina ndoda kuzolunga
-1,"njengeliswati lolokushoko akusiko. nakanikulwa kwenu , siyekeleni neknhululeko yenu "
-1,"Maswati nanaka magawugawu nitofa nilidze emanga alomfo,phumehlatsini ubuye laaa"
-1,"Kute umutfu laaa kadze sakubona kutsi kute umuntfu lakulomfundisi,uyabona emanga unawo gawuzela kokhe bekakhona"
1,kuphila lokudze mholi 
1,"Intsandvo yaJesu Christu KUPHELA, mayenteke eveni, lakaNgwane. Umhlaba waJehova nekugcwala kwawo.  kuyeta kusa kaNgwawane!"
0,"Ungabanaki lalabacedza kubhala, ungaphatamiseka  Mnguni sekuseduze lasiya khona"
1,Kunjalo Mhlonishwa Gawzela 
-1,lodlobhekile ubona kudlobheka kwalomunye
-1,aninanhlonipho...Mxm sidvomu sibona lesinye
-1,Nifuna kunikwa lelive nitholidlabatisa. Ngoba nalokhulumako naye ughubela kusakhe. Mhlakushintjwa emndla nai nitotentela   Kuhlupheka konkhe loku
0,"Ngabe indvodzana yeMuntfu iyakutfola kusekhona yini kukholwa yemfundisi, awuuu."
-1,"Ngulokutfuka lokungeke kukubeke ndzawo , nababe wakho ungamtfuka"
-1,Hlonipha phela babe usidomu hayi
-1,"Yi ngumgodzi longagcwali, saze sakubona Nkosiyami sisive"
1,"Ngiyabonga Mduduzi yima bhuti ecinisweni.  ngiyati letincelebane setikubukile. Waze wakhuluma liciniso eveni lakitsi utsatfwa njengelivukelambuso. Lamakhehla asebentisa ligama lembube kwenta tintfo tabo, sekufike sikhatsi lapho insha kufanele isukume ingesatjiswa"
-1,Lisotja kumele life nebalo vele sisi CeCe hhayi letiga leticedza litsemba
0,Iyakunyisa lenyanga
1,Shaya cece
-1,emaSwati akangakhetsi kusenaMswati ngoba akusebenti akusiti muntfu 
-1,cala ngaSikhanyiso nasicalo nibone kutsi Mswati utotiva njani ngoba sewulimate labaningi 
0,lipane lisondzele mbamba 
0,Wayicala wena Cece wathi uzoyimela nato kuwe nguMLILO we BIG NUZ UZUNGAWOTHI
-1,soyesaba 
0,Fahlata letintfo leti wena Sisi.
0,Impi ungayijaki sisi iyabulala sisakutsandza tsine njengliswati lakitsi ....so ke sisi uyiganile inyanga or bcoz itsi yona ukudla kwayo wena.....!!!
-1,No sisi Cece tsine sifuna kwati kutsi inyanga uyiganile yini noma cha ? Uyinikile yini likhekhe lakho noma cha  ? Asowume ngekudubula sifuna liciniso itsi inyanga inetitfombe takho telikhekhe....
-1,Ubalekelan pho!?
-1,Shaya CeCe Bayanya laba boswayini
1,Hahahahahahaha
1,ningibulala sonkhe sikhatsi kondla wena gogo hhay lafela
-1,Vimba gogo usumbizelan manje slwane
0,gogo awmekancane uslwane usadlala uzodlisa licembu 
-1,Slwane uyalidlisa licembu
0,Gogo ukhahlela umoya lapha ngaphandle
1,Yati ngivele ngihleke nje ngaletembatfo  ukhuluma nje sengi phasi ngeluhleko
-1,Gogo. Emantonto ebholeni pho! 
0,Ngabe baktfolaphi
0,"Yeah gogo sengibone kahle shemu....uwunakuthula nje, uyikhahlela ngisho angaphandle, impela itsi iyophela lebhola abe adzinwe afile shemu lo gogo webantfukona masekafuna kukora enethini"
1,"ngabe upheka nini gogo wa Smolisi  ngoba ubhizi mani. ngiyati batukulu bayokhala batigicite angashona, ngafa luhleko"
0,Uyayiva indzaba
1, niyathandwa njalo Emnambithi
1,"Smolisi nagogo, nengetulu , ngiyasitsandza lesitfombe"
1,Uyayishaya Smolisi lana
1,Maye uyangichaza gogo uyayi indzaba
1,Haha bo Gogo
1,Awsuka mani Gogo
0,Uzamile bongiswa
1,Bathathe gogo
-1,Gogo akathuli bo
0,Nkosiyami nehlulwa ngu gogo nje 
1,Niyangenzela mani
1,"Watibamba Gogo,  ngiyasitsandza lesileyi lesi , kuhle shemu "
1,"Gogo: Uyayiva indzaba,Yebo gogo"
1,"Ngiyatitsandzela lakuwe gogo ngihamba nawe, uyangbusisa shemu kikikiekie"
1,"Nkosyami uyayivindzaba,Ewu kodwva smolisi na gogo nihlale ningijabulisa "
0,Gogo nebakitsi
1,niyishayile bafana namagogo naye akatibeki phasi
1,wadlala gogo ka hai ngifile shemu
1,"Wadla gogo ka Simolisi   , anisho namsaphi Gedlembane kodwa bafowethu"
0,Nkosi yami niyayiva indzaba
1,Shikisha gogo
1,"Bathathe magogo!!!!, nibanhle, nigezile batukulu bagogo "
1,Shaya gogo
1,Nkosiyami yayiva indaba dlala magogo 
-1, Kodvwa ngfisa kubona mkhulu nganasalukat sakhe
1,"Ngyanitsanda bafethu , ngisuka eKZN eninzimu"
0,Hhay Gogo manuyayvindzaba
1,Kodwa gogo yebonine ngyakthanda uyeva
0,Ahh ekse 
0,Gogo  uyativa tindzaba
1,Haaaaa gogo uyabashaya
0,Uyayivindzaba 
1,Ave nginthanda uyazi nginithanda nyani nyani
0,Yayiva indzaba
1,Hahaha ubulala emaphela gogo
0,Yayivindzaba 
0,Yoooo gogo bakithi!!!
1,Hhayi guyz nayenta intfo yenu kepha gogo ungetulu 
0,"Yesilwane ngifuna letembatfo mtukulu,uyeva kambe"
-1,Haaawwuu magogo udansa kanje 
1," gogo gogo ngathi usugidela maskandi manje  uyayishaya wena gogo ababoni yini abo simolizi kuthi ugogo sekakhulile bangathi ushaya inyoka  ningadlali ngesalukazi sam, siyanitsandza chubekani nemsebenti lomuhle "
1,Gogo washa babonise
0,Yehhenin bakith gogo nakajayiva bekukubi kepha kuhle nakunebafana 
1,"lizinga lesitfombe Syabonga Gogo,Smolisi naSlwane"
1,Nkhosi yam uyayivindzaba ay gogo uyangchaza kodwa yey
0,Hhay man gogo
-1, Kodwa Silwane
0,Angabe asaphakelwa magangane
-1,Slwane yaganga
1,Silwane uwestibhili wena  but nikhona yooh!ngome cha! Luhleko
0, ima khona laaa
0,kwaze kwamangalisa kuSlane
0,Simele dakazi
0,Cha gogo uyawatsandza emaphoyisa emango
0,Vala ibhodwe lagogo uyaganga slwane
1,Gwaaaaa
0,"Ebe uke wahlafuna, besebamphutfuma ngengcwembe "
0,Silwane sewugangelani
0,aliyi emlonyeni liyaphi  kani ngobe nase bhodweni aliyi
1,"Cha niyacabanga bafethu , kuyahlekisa "
0, wabantjwa mphungane
-1,Webelani Slwane 
0,nelitwane
0,Uyatomula slwane
0, hawu slwane
0,Shotsi angihlafune ke ngoba vele sengboshiweyabo slwane uyedzelela
0,Washa Slwane noko kwenyula utokuma kuze kuyovalwa nelicatsa
0,mane slwane uyahlupha yati wena gogo mubophise loyo 
1,Kodwa slwane sewungaze ukhalele loko ya niyangihlekisa nobabili angisakhoni ukulala ngingakanilaleli qhubekani
0,Mayengagubha yena athole ebangeni lesitsatfu
0,Sekuncono Nembala 
0,Sekuncono vele wena gogo 
0,Mtjele wena gogo 
0,Kani nawe usebangeni lesitsatfu
-1,Uyaphapha wena gogo
0,mtjele gogo
-1, silwane bakitsi akanyuse izwii bandla
-1,Uyaphapha wena gogo
0,Beka slebhe Slwane uhlukane nekugubha  
1,Nebakitsi ngiyatifela ngani shemi
1,yazi bafwethu ugogo noslwane  uhleka udu
0,Kushubile gogo 
1,Yabo nine nibulalisana ngesisu..Slwane vimba letiphahla
0,silwane vimba letimphahla 
1,Ningicedze nasenibanga kubamba lelikhuba 
0,Nikhona shaya wena gogo luwiza 
0,Aw kodwa ngoLuwiza
0, eiii silwane kafuni no Luwiza
1,Yabona nine! 
0,Lokutfuka kwSlwane lesikhatsi eva kutsi i gragrava yakhe icitsiwe
1,ngafa luhleko....akakwati nekukubita xem
0, bacitseka butukulu 
0,Chitha  gogo
0,bucitseke
0," bantfu bami, konja gogo uyaphocana shemu ibutse"
0,bucitseka impela buhlobo etjwaleni
0,Uyabona wakubona lokukhuli yeJelemiya nganangu Silwane 
0, umbona nasemtimbeni Gogo
0,Utokhawula nawe mkhulu kuhamba ungena kulelinye imiti yemadvodza
-1,Kutakushela yeslwane sekuya ngakhona
0,Hhayi mani Slwane
0,Kodwa Silwane 
0,Hhayi bo Silwane landza lomtukulu 
1,"niyasihlekisa busuku nemini, siyamutsandza umsebenti wenu"
-1,Kantsi silwane Ute yini timphahla letinye! Ncono Gogo uyashintja ema shirt 
0,Hhayii man gogo
-1,"lesitfome sikahle kepha lomsebenti wekuhlekisa akasuye, kudzinga umsebenti lomunengi noko naye angatsembisi"
1,Sputshuputshu Sam
0,"Mamakhe, babakhe"
0,Buyisa khe ekhaya slwane uyekele kubhiyoza
0,Mahananandza silwane 
0, kodwa logogo
0, Slwane lethela ugogo umntwana nkosiyami
0,Bisa Khe silwane
1,Silavithi Hani swithathi mahananandza
0,Akubuye Khe nkhosyami
0,Khe usengekho 
0,Mamakhe nguNcane Wami Phetsile Dlamini
1,Ey nine ngiyabonga ngani 
0,Sengsolelwa lite 
0,Phusha Gogo
0,Hayi Gogo phusha
-1,Wena gogo uyakulaya slwane angitsi uyamtototisa
0,Dzilika silwane sagogo nebakitsi
0, uyabo sengifisa kubona batali bakho silwane
0,Dzilika slwane
0,Gogo leni vele ufuna kutibulalisa ngeBP letsandvokati yakho ayikoni ngisho kuzibha libhuluko uvele afake intsambo kuphele lapho
0,Mine ngingakucelela lapha kotishela bakubambe ngenduku
0,Gogo nkosiyami .slwane sewutsatsa konke lama jusi onkhe
0,Sdonono
0,ngisho ema gamizini mine.
0,Slwane sikhona sidonono
1,gogo wami gogo wami  wakhiya tivalo 
-1,Wena slwane uyatototiswa 
0,Slwane awutfumeki awukhoni kuginjimi ukhonani vele  kepha emabhiya uwubutwa 
0, slwane gogo wakubona uphetfwe sisu bongagijimi bowuvutsa
0,Myeke gogo unenkani slwane
-1, kahle bo gogo ! Nika loSlwane letibiboco atekwati kubongelela
0,Mcelele gogo 
0, sidonono Slwane
1, litubane lebuncane libhizi ngani?  ngiyanibonga mine
0,gogo ngonile ngiyavuma ngicela kucalela phansi ngiyogena egedeni nami angati ngigenwe yini
0,Gogo akasakutsandz kukhuluma 
0,zakhala silwane
-1,kepha leni ningenti luhlelo nlifake kumabonakudze
0,Slwane  waze wafa ngu gogo
0, gogo ngonile ngyavuma
0,Wabanjwa slwane
-1,Songaze ubophise umtukulu wakho gogo
0," awu gogo kodwa bakithi, khona lokhu  nje sijeziso"
0,Welusiwe slwane
0,Uyabo kuyahlupha kugega Silwane
-1,Kodwa gogo ungaze ubite emaphoyisa embango 
0,Gogo ngonile ngyavuma ngcela kulungisa emaphutha  ami bamba gogo
0,umkhubuta kutsi akabeke lnyawo lakhe phasi 
1,gwaa kodwa ngitsandza kutsi slwane uhlonipha gogo
1,sima ngabhozo phansi 
0,Gogo Mavimbela utobopha wena odle umshebo wakhe
0,Solo kwatsi NHLOOOO!!!!
0,Kazi yaphelelaphi indaba yemoto yoooh ncesi slwane
0,Ungibambile ungakangbambi betodla phasi ngelijubane
0,Ayicubeke layigcine khona .
-1,Naz nabuya Kunini sinilindzile gogo naslwane
0,Kodwa Slwane ubungamboni uGogo 
0,Ngeke angivuma kuhlulwa ngu gogo wa Smolisi
0,Ugogossgebengu
1,Mine ngitibonela lelinye li Thalente nje kin nobabili 
0,Gogo ngatsi uneminyaka lemincane
1,Gogo mani uyayibetha ijiika-ma-jiika
1,Dlala gogo 
1,umkaBilly gates Kan ujayva kanje
-1,"Niyasdoja, kufisha kakhulu loku   kan tiyabuya"
1,lukhalo  lwaGogo shemu 
1,Gogo maye uyalulahla lunyawo.
1,Hola gogo ujayiva shemu!
1,Niyayenta into yenu bandla umona phansi
1,uyangichaza gogo
0,Kufika Kwa Bill Gates Nje Gogo  uyakwati ku zuba 
0,Yewena Gogo wena
1,ya ne yabona kube niyazi angikaze ngathanda abantu njenga gogo naslwane
0, uyamati whew usenkingeni yeslwane gogo ngeke asakunika ticatfulo takho
0,"Silwane akeva maan, utsi Gogo akamufuni loshobe, vumbu  futsi ayihambi kanjalo uma icashiw "
0,Solibala kungcova wani
0,Hayi maja Nikhona ticaftulo gogo tiyashisa kufuneka imoto
-1,Timisele Silwane unganyatheli sicathulo sagogo.
1,Siyabonga.gogo
1,Hhayi niyshayile letfo 
0,Nikhona shem
1,Washa gogo jikeleta mnai
1,"ngingaba kashane kodvwa ngiyatichenya ngawe smolisi , ngiyakutsandza , ungenta ngikhumbule eswatini "
-1,Wentani smolisi  hawu
-1,Ngatsi ubondza liphalishi naka jaiva
1,wadla gogo
1,"ngafa luhleko ivosho gogo,amalanga sehambile"
1,ngiyitsandza mbamba lengoma 
1,Gogo uyakwati kujayiva  jiiika mani jika ma jiiika 
0,Gogo uyakwati kujayiva kantsi haai gogo 
1,Sho bafethu Izinja zaseswatini ngiyanivusela ngiseColombia  
0,Haba nogogo ujani
1,Kodwa yegogo ungenzani
1,Ave ngikutsandza gogo shemu 
1,Ayi no gogo ngyakvuma uyajika
1,Awu bafana bami nkosiyami; ngiyanitsandza mani
1,Mine ngiyati  langinibona khona inhlitiyo yami iyatfokota.Ngivele ngitsakase
-1,Kudlaliwe ngatsi la akusiye gogo lo indoda baythwalise iduku bayfaka iphinifa
1,kuhle kuyababa  niyayishaya bomnaketfu
0,Yehhenini lamahliphasi agogo nkosiyami
1,Oh nkosyam ngamtsandza lomuntfu webantu
1,chubekani bafana nesebenti lomuhle. hehehe
0,Pitikoti Yi  Dololo  kwwaaa wuuu wiii
1,"nine shemu ,Nenta  Intfo  yenteke"
1,Gogo Waze wangibusisa kikkkk
1,Uyayi nyova ugogo walala wasala
-1,Aybooo akekho ugogo udansa kanje  musan ukudlala  ngathi
1,gogo sthandwasami ngafa lihleko  kodwa masuphakamisa umlenze kangaka?
1,Niyi shayile bo
-1,Smolisi uyamhlupha gogo
0,Ngatsi ngi mkhaba
0,Batate magogo
0,yayiva indzaba
1,Ngemaswati kwangephela lawa
1, ngaze ngafa
0,Wola lapho Gogo
1,Shikisha magogo mshaye
0,mara nine xem. Manje lelibhuluko lakho Smolisi ngatsi walijuba ngelisaha
0,Uyabona lo labhabha lo  namanje angazi aliwi ngani le kepisi 
0,Nakim kusengakhanya
1,MAYEBO kwaze kwakuhle kunibonanihlabela kamnandzi
1,Hhawu yenabakits niphiwe ngeluphimbo
1,Kusengakhanya
0,sanibona ngimi ziphi nkambule
1,"Awu Nkosi, makukhanye"
0,Uganga kakhulu slwane
0,Mani ngtokutfukulula 
0,Tsatsa libhizinisi Zlwane ungaloku ubuta
0,Uvangani kuts akaphephi slwane
0,lani lelibhizinisi yegogo
1,Gogo ngiyagula xem ungibulalelani
1,liyang  bhadlabula  lelanga  hahaha
0,Wentiwan lomntfu lomndzala
0,Khumula nale tinwele temlungu takho gogo 
0,Bayakulaya salukati ndzini
0,Awu kodwa gogo ncesi
0,Ayivuleki yini ngekhatsi 
0,abasasitani wena gogo
0, kodwa jeso
1,ngikukhumbulile gogo
0,Ukhiyelwe nguSlwane wahamba waya etjwaleni
-1,Liduku phansi ...uphi Slwane?
0,Bakwentani gogo
0,waphafaaaa gogo 
0,Utawufa gogo
0,Akasitwe lomutfu lomdzala
0,Uyafa bo lo Gogo  Slwane  msite
1,anijabhisani
1,ngifuna gogo lonje
1,Ngyaniva bafana
0,Gogo nesidziya sakhe
0,Awu Smomomomo!
0,Gogo nelbhodo emuva
1,dlala gogo phansi ibhodwe
0,Ugogo naye akazibeki phansi  nebhodwe esandleni
0,Kuguga othandayo gogwa smolisi nelibhoko lwakhe
-1,Hhayi Lusekwane akakhoni mbamba kwenta lentfo womile
0,Nagogo wakhona alufakwa ngemdanso
0,Uyazsma gogo ekhoneni
0,"2,5,6,6 jukujuku bacitseka buganu"
1,Yabona Slwane ........ Uvele ushaye umsenzi uhlale phansi. kuhlw 
1,Slwane semandla safela emandlenisiyababuka nje bafana boBongiswa bavula inkhunda.....ngibone sgcoko saSmallz nje sishobela sivumbukantombazane  nelibhodo lalo madoda ayintjikiti nelukhalo layo ngatsi ibona mkhulu nemali yelotto........Inhlonipho nje kuphela nebakitsi 
1,No upakile smolisi
0,kodwa gogo ukuthanda izinto usuyeka ukupheka usuyodansa nebhodwe
1,"Smallz uyayisitila bhuti, nine anijabhisani "
1,Wayishaya gogo 
0,Haaaa gogo awufuni kusala Kieeeekieeeee Kwaaaaaa abakyekele
1,Gogo mani ngiyanitsandza 
1,niyayenza intoyenu... Umona phasi
0,Hhayi kona niyathena wenaSlwane ngatsi baku plagile  ubuyaphi?
0,Awu Gogo lakhe 
1, hay chaaa yiii nikhona yesmolisi nebatukulu bagogo nesdzandzane Sami Gogo
0,magriza
1,Yoh Bongiswa Yinja yemdlalo . Nginitfulela sigconoa
1,Gogo uyayenza lento
1,lesikhindi sa smolizi hahahah
0,shisa ntombendala
0,Gogo nelibhodo 
0,ugogo ukuthanda izinto 
0,Gogo khepha usentani 
0,Gogo kuzosha amabhodwe
1, Yabona nine..... Yanitsandza niyeva.... Gogo ushaya umsebenzi wethu
0,Hawu ! Yebonineee!
0,ay lesti my kheysi
0,Yati ngitomtjela Nebuchadnezzar ngalo Danyela wakhe lekagidziswa ajayive lilanga lishisa kanje mahhala angawini lutfo. Nafa mambhubezi wena gogo nemtukulu wakho.
-1,bengigadze nibe ngulabazotsile
1,"aw mine , ngiyanitsandza, ulale kahle smolisi "
1, hhayi gogo mani suka
1,Siyabonga.
0,anikwati kujayiva
1,Hhay niyshayile letfo shemu
0,Nikhona shem
1,"ngafa luhleko, ivosho gogo,amalanga sehambile"
1,ngiyayitsandza lengoma 
1,ngiyatichenya ngawe... Sitobonana futsi 
1,Gogo ujayiva kahle  jiiika mani
0,Gogo uyakwati kujayiva  
1,Wawu wawu wawu
-1,"ngikhumbule gedlembane , loyo uhlekisa kakhulu  "
1,Ave ngikutsandza gogo shemu 
1,Ayi no gogo ngyakvuma uyajika
1,Awu bafana bami ngiyanitsandza man!
1,Mine ngiyati  langinibona khona inhlitiyo yami iyatfokota.Ngivele ngitsakase
-1,Kudlaliwe ngath la akuyena ugogo lo indoda baythwalise iduku bayfaka iphinifa
1,"kuhle, kuhle kuhle , niyayishaya bomnaketfu"
0,gogo wenta kakhulu nawe 
1,Ngiyanitsandza gog nasmolisi
0,Yehhenini lamahliphasi agogo nkosiyami
1,"Wawu , ngiyanitsandza "
0,labanye bantfu bayajubabula langaphandle 
0,logog akasiye indvodza lo?
1,Oh nkosyami ngamthanda ugogo yebantu
1,ngafa luhleko....kuhle bafafa bemlungu! Gogo..hehehe
0, hawu gogo
-1,"But Gogo aphi lamasha, uyati Benita kamnandzi Mani "
1,Ngikuvakahle Magogo
1,Hahahaha shaya gogo
0,Wena mntfwana umbukani logogo??
-1,"Hhayi uyishayile Gogo mane yimfisha kakhulu ngabe utse kuyelula kancane , waphose wangibulala ngeluhleko"
0,Awuuuuuuuuu magriza wami awusabukwa wena 
0,Hhaycha logogo looyemntfwana ungbukani boo...utolibala kunghlahlele emehlo laaa
0,kodwa gogo
-1,gogo usidojile kulena  yimfisha kakhulu kan imnandzi leyekubhadala ngembila
0,Namuthathaphi nkosi  yami logogo
0,"hawu gogo nebhasi kwente njani ishonephi ,yami yisha imoto noma iphumulile"
0,Awu gogo bakithi kanti awubukwa yini
1,laba lababili banganibulala ngelihleko Mane Silwane udlalile nga gogo mbamba etulu endlini lewako
0,Ay kodwa Silwane
-1, ngafa sisu
0,cha sinaye shem Gogo
-1,Slwane akaboshwe
0,Bakitsi 
1, nicishe nangbulala nine
-1,Kodwa Slwane leni wentanjena?
1,niketani gogo imedali 
0,uyabona silwane uyaganga ngaGogo
0,Yabona Slwane tombulala Gogo nas.wabuyelani le Ukreni
0,Uyavevetela nkosyami ...slwane  umentan umuntfu lomdzala 
0, ucine kakhulu gogo
1,Kodwa Slwane ukhohlakele
0,Yabona silwane uzombulala uGogo wena ngelinye ilanga  
-1,Hhayi mani slwane
0,Maye babooo
0, hhayi konje gogo.bentani ye gogo
1,"ngafa luhleko, mane uyabona gogo "
0,Slwane umenzani ugogo
0," cha nikhona,Ye Slwane kani nenta ini la "
0,kuntintiyela gogo
0,Kutowphikwa tisu njani manje gogo yini kutitiyalela 
0,Ugcine faca
0,Kutobikwa tisu kunali khaya
0,Hhawu yethixo
1,"Mtukulu wagogo , ngicela nilandzele luhlelo lwabo"
0, Uyayiva indzaba
0,Uyanjikita Slwane yegogo 
0," basuke SiSwati, kuntintiyela...yini kuntintiyela?"
0,uyantintiyela gogo
1,Mine ngihamba na gogo
1,Syabonga bafana balomudze kubuya ngalaaa  slwane mbasobhe gogo tisu kunalilikhaya
1,Dlala magogo 
0,Uyayivi ndzaba
1,Niyi shayile bo
-1,Smolisi uyamhlupha gogo
0,Ngatsi ngi mkhaba
1,Batsatse magogo wesileyi
1,Nithanda into engagcini
1,Nkulunkullu wami! Ngiyayitsandza le kakhulu 
1,"nibenkucala, kuhle"
0,yayiva indzaba
1,Haaaaha
1,"yihle kele , iyachazana "
1,tsatsa khosikati
0,nilitfole njani licingo eAfrica
1,kuyatsandzeka magogo
1,Ngemaswati kwangephela lawa
1, ngahleka ngaze ngafa
0,nisivakashele phela
0,Wola lapho Gogo
1,kuvakala kumnadzi 
1,ninhenhla kubo bonkhe  imnandzi shengatsi ungayidlala lilanga lonkhe 
1,Shikisha magogo mshaye
1,Shikisha magogo
0,mara nine xem. Manje lelibhuluko lakho Smallz ngatsi walijuba ngelisaha
0,Uyabona lo labhabha lo  namanje angazi aliwi ngani le kepisi 
1,"Aaii Suka maan, uyayshaya gogo "
1,Nishaya yona mbamba Gogo naSmolisi 
1,Ngiyanitsandza kakhulu Gogo nemtukulu !
1,Yah ngayvuma
1,ok niyagwaba smolisi na gogo wakho
1,Washaaa wena....  
0,Ngilondze uhambe nami gogo
1,Washaaa yabona maswbeyshay iscawe
1,Hamba sendi mani
1,Jeruzalema isihlanginisile yaletsa nenjabulo mhlaba wonkhe
0,Gogo man <br>Smallz nelibhuluko lakhe
1,Bayangentela laba
1,Go-go madoda uyagiya
1,Gwaaaaaa yabona gogo no uyayenta lentfo
0,Yehhenini..Nkosiyami
1,Hhayi cha niyabusisana
1,Dlala magogo  
1,yIshaye gogo
1,Hehehehe.....kwakuhle imphela
1,aSibonge
1,Suka madoda iyahamba lento 
0,Haw mine ngagogo
1,Niyishayile bolova
0,Smolisi  ngithe letha lemilente  yakho ngikunike ami 
1,yabona nine niyangigulela shem
1,wenta kona Gogo
1,awu nkosiyami. bo smolisi na gogo bayagwaba. . . Lwaze laba luhle lusuku lwami
1,Kodwa gogo nosmolisi niyangiqeda mina 
1,Ngyakuvuma gogo
1,awu cha  niyangichaza bafana  bami
1,"Gogo mani, suka madoda uyayenta lentfo"
-1,kusase ngugogo yini
1,Gogo ungetulu
0,Utawuphela Gogo xem
1,Gogo usembili shemu......
0,hawu imali ye litafula labososayensi pho
1,hahahah TSATSA GOGO
-1,Unelilaka lo gogo yo
1,Gogo nghleka ngingakayivuli idividi  yakho 
0,Yehhenin ....nakya laphaya
0,Ifake lemali kuyavalwa zosala lomntana
0,Gugudzumholo ufunimali 
0,Awu kodwa gogi
0, kusasa kuzoba nalenye
1,Wawu maye uyahlekisa gogo. Ngitsandza ngalendlela usikhuluma ngakhona siswati. Ungenta ngitigcabhe nami. 
1,ngaze ngahleka sosayensi 
1,Ayi bafowethu  benicashephi kuze sihleke 
1,Gogo ngisemtsndweni  nawe 
-1,  kodvwa gogo
0,"Nkulunkulu wami !!! Kuyolandzelani ke nyalo, gogo nyanusi usenkingeni "
-1,Cela sosigcokele kahle gogo libhuluko nje sesikubone kuts unjan ebhulukwen
-1,"ngajabha ngalobuta imibuto, akawati umsebenti wakhe "
1,unelithalente gogo lelihle kabi wenza sihleke kubemnandzi ukhohlwe netinkinga lesinato 
1,Siyalutsandza gogo konkhe lokuhle kuyakuladzela 
